text,target
신간 위기 경영 이야기·사막의 축제,3
휴온스글로벌 휴톡스 수출용 허가 취득,2
韓 2021년에도 인터넷이용률 아태 1위…스마트폰이용률은 6위,5
사립대병원협 의대 정원 관련 정부의료계 소통 부족 우려,2
LTE다운로드 속도 지하상가가 최고 고속도로가 최저,0
커쇼의 불쇼…다저스 충격의 역전패로 NLCS 진출 실패,5
관광객 지방 방문 위한 세방화 관광 상품 5곳 선정,3
봄꽃 활짝 핀 함평 나비축제,3
시민단체 한일 군사정보보호협정 무효…박근혜 퇴진,6
두바이유 가격 반등…배럴당 44.65달러,1
사상 최대 슈퍼주총 데이…상장사 818곳 25일 주총,1
에너지밸리 투자협약식,1
김영철 부위원장 귀국 환송 나온 리바오둥 전 중국 외교부 부부장,6
교수도 노조 만들 권리 있어…고용노동부는 항소 취하해야,2
의료비 부담에…美 77세 노인 아픈 아내 살해후 극단 선택,4
KT 자율주행 시장 노린다…5G 플랫폼 개발 추진,0
EU아랍연맹 협력강화 다짐…2022년에 또 정상회의 열기로,4
페이스북 동영상 플랫폼 워치 전세계 확대 출시,0
국립합창단 위안부 할머니들의 아픔 노래한다,3
미래부 플랫폼 중립성 개념 연구과제 발주,2
강원 홍천·횡성·원주 오후 9시 호우주의보,3
신간 유랑탐정 정약용·팬텀·행성 대관람차,3
美상원도 아르메니아 학살 결의안 통과…터키 반발종합,4
KB증권 하나금융 4분기 호실적…목표주가↑,5
주말 N 여행 호남권 X마스 트리엔 사랑이 솔솔…스케이트·썰매장 씽씽,3
토종 포켓몬고 열풍 일으키자…카카오 지도 도구 제공종합,0
나는 누구인가…명진스님 힘 좀 빼고 삽시다 출간,3
伊의 대통령 비난·노란조끼 면담에 佛 로마대사 소환 응수종합,4
내일부터 공인인증서 폐지…공공기관 민간인증서 사용 가능,2
코로나19에 닫힌 학교,2
올림픽 기록 확인하는 북한 최명광,5
내년 국내 AI 스피커 800만대 보급…전체 가구 40% 보유,0
소재부품 脫일본…상의 美·佛·이스라엘과 국제협력 주선,4
美 금리 오르기 전에… 회사채 발행 서두른다종합,4
갤노트10 고객 유치전 시작…LGU 얼리버드 프로모션,0
한동훈 공모 못 밝힌 검찰…검언유착 프레임 무리였나,2
신간 동소만록·국민의 참여가 민주주의를 살린다,3
총선 D3 與 서울→울산 종단 유세…운동권은 아니되오,6
80t 토마토 속 금반지 100돈 찾아라…달성 토마토 축제,3
게시판 4차산업혁명과 미디어산업 전망 세미나,0
北 박근혜 아니더라도 대화상대 얼마든지 있다,6
학교법인 가천학원 송석형 이사장 취임,2
내주날씨 한여름 더위 계속…23일 남부 비 소식,3
한진중공업 대구 신암8구역 재개발 시공사 선정,2
멕시코 마약왕 구스만 신병인도 승인…美사형 미집행 확약,4
농업도 4차 산업혁명 ③ 감귤 상품성↑ 소득도 덩달아↑,1
여야 1월 임시국회 소집 신경전…정당별 셈법 제각각종합,6
일본정부관광국 새 일본 여행 스타일 소개,4
LIG증권 현대모비스 4분기 실적 개선 전망,1
朴대통령 대북대화론에 쐐기 대화위해 준 돈이 핵 자금돼,6
더불어민주당 최고위원회의,6
하주석 연봉 1억2천만원…한화 재계약 대상자와 계약 완료,5
문 대통령 야마구치 일본 공명당 대표 일행 접견,6
SP 우리銀 지주사 과도한 확장시 자본 적정성 부담될 수도,1
대선 지지 호소하는 대만 차이잉원 총통,6
월드컵 띠사명 ① 신태용호 두번째 원정 이륙깡 진출...,5
與비대위 보안속 일괄복당 속전속결…허 찔린 친박,6
프로농구 인삼공사·LG 나란히 승리…선두 0.5경기 차 추...,5
코스피 양적완화 소식에 1.8% 상승…장중 1730선 회복,1
대통령 퇴진 4개월째 시위 수단서 저항의 상징 여성 눈길,6
휴대전화 고가 요금제 경쟁 본격화…소비자 부담 커지나,1
NBA 클리블랜드 감독 교체 후 첫 경기서 6연패 마감종합,5
학자 89명이 쓴 진화심리학 핸드북 번역·출간,3
그래픽 1만3천 광년 거리에서 지구 질량 외계행성 발견,0
네이버·카카오 풍성한 3분기…양사 모두 최고 실적,1
스티커처럼 붙여요…KIST 웨어러블 기기용 유연 전극 제작,0
LG V30S씽큐 살펴보는 록하이머 구글 부사장,0
게시판 카푸 랩 풀러스 교통 문화 연구소 설립,2
베스트셀러 조정내 신자 고위로 상승,3
2018 글로벌 ETP 컨퍼런스 서울,1
얼음구멍에서 낚은 산천어가 신기한 아이들,3
유진투자 제주항공 경쟁 심화…투자이견 중닙,1
장현수 어떤 변명으로도 합리화할 수 없어…자숙하겠다,5
제주발 봄바람 북상하나…경기전망지수 좋아진다,3
美 미사일 공격으로 시리아 알카에다 지도자 40여명 사망종합,4
대구·경북 흐리고 남부에 빗방울…낮기온 15∼19도,3
해외투자은행 올 한국 2.6% 성장 코스피는 2000∼2200,1
근로시간 단축으로 퇴직금 수령액 감소 시 중간정산 가능,1
경기도 10개 시·군 오전 11시 한파주의보 해제,3
美미네소타 82년만의 이상고온…캐나다 산불 부추긴 기류 탓,4
둑 터지고 논 패이고,3
국감현장 교문위 이대총장 증인공방 파행…증인채택 제로종합,6
정의장 국민께 송구·與문제제기 무겁게 받아들여 與에 전달,6
전교조 충북지부 도교육청 학생 안전 위한 책임 행정하라,2
이라크 바그다드서 반정부 시위대에 발포…1명 사망,4
민심 심상찮다…中 공산당 SNS 잡으려 당근·채찍 병행,4
박근혜 특활비 등 1심 선고 실시간 시청률 6.67％,6
추신수 3경기 연속 무안타…시즌 타율 0.287,5
월드컵 정상 훈련 황희찬 손흥민 형과 어색하지 않아,5
올해 여름 평년과 비슷하거나 높은 기온…태풍은 2개 예상종합,3
사우디 등 아랍 4개국 카타르 개최 IPU총회 불참,4
순천 후보들 의대유치·도시연합에 한 목소리,6
프로배구 현대캐피탈 KB손보 꺾고 파죽의 4연승…3위 도약,5
中 인터넨매체에 이십싸시간 괄리·댇끌도 모두 검녈하라 지시,4
위클리스마트 페로브스카이트 태양전지 미래 에너지원 될까,0
터키 시리아 북부서 목표 달성 때까지 군사작전 계속,4
위클리 스마트 어린이날 국립과학관 행사 다채,3
두산인프라코어 1분기 영업익 1천112억원…194.3%↑,1
넥센타이어 스폰서비 지급 재개…구단 심려 끼쳐 죄송종합,5
호주 24시간 아랍어 라디오 방송…중동 출신 끌어안기,4
여자배구 기업은행 코치·전력분석관 채용 공고,5
中 관세유 린상으로 中기어 패외 이저 나냐 트럼프 주장 반박,4
인사말 하는 박양우 장관,6
문 대통령 유엔 사무총장과 악수,6
파주시 공유토지 분할 기회 놓치지 마세요,1
친구에서 적으로 동지에서 맞수로…선거가 뭐기에,6
특징주 파라텍 최대주주 지분매각 추진에 급등,1
中 인터넷 전사들 홍콩시위 비판·친중여론 조성 활동,4
프로농구전망대 9연승 현대모비스 독주 체제 굳히기 나설까,5
홍준표 황교안 선거권 없어…전대출마 자격 운운 난센스,6
언론에 대한 징벌적 손해배상제 타당한가 토론회,2
바다 유목민 바자우族 잠수 비법은 DNA였다…진화의 결과,0
북한 고고학 성과 수록한 조선고고연구 해제집 출간,3
산나물 향기 가득…11일 치악산 산나물축제 열려,3
중이온가속기 사업 예정대로…1조4천억 들여 2021년 완공,0
안철수 패권세려기 동서갈뜽 조장…통하브로 정권교체하겓따,6
시진핑 하반기 경제기조 안정 속 진전 내걸어,1
특징주 엔씨소프트 호실적 전망에 강세,1
김정은오늘 오후 北으로 돌아갈듯…블라디역서 오후 환송행사종합,6
공연소식 런던심포니 트럼펫 수석 내한 外,3
전 세계 스마트폰 월평균 사용량 2.1GB…2022년 6배↑,0
與국회혁신특위 회의 10%이상 불출석 시 세비 단계적 삭감,6
제주향토음식 ③ 맛의 방주 등재 성과…세계화엔 미흡,3
구상문학상에 김해자 젊은작가상엔 강화길,3
이철 전 VIK 대표 기자 편지 보고 검사와의 관련성 확신,2
삼성 갤럭시A30 11번가·네이버서 첫날 2천대 완판,0
나경원 대법원장 침묵…정권에 사법부 바치려 하면 탄핵 대상,6
北 동해 조업권 대만에도 팔아…어선 수십척 조업중종합,6
한국철도 밀양역 사고 관련 간부 4명 직위해제…비상경영체제,2
1승 2패 워싱턴 감독 걱정 없다 4차전은 셔저가 ...,5
카카오게임즈 게임개발사 넵튠에 190억원 투자,0
여야 최경환·안종범 청문회 증인 출석 놓고 기싸움 팽팽종합,6
부산 전문대 수시 1차 마감…보건계열 강세,2
25년전 英외교전문 빌 클린턴 목소리 크고 행동은 안 해,4
신형 유전자 가위 기능 확인…유전병 치료 기대,0
고려신용정보 작년 영업익 187%↑…150원 현금배당,1
경기 여덜깨 시·군 호우주이보…장마 영향 호우특뽀 확때,3
아이폰8 이달 말 국내 상륙한다…27일 예약판매 유력,0
SNS돋뽀기 애겨네 물리는 사고 속출…견주부터 반성하자,2
터키 시리아 탈 아브야드서 차량 폭탄 테러…8명 사망,4
그리스서 난민선 전복 비극…쌍둥이 형제·아버지 등 3명 사망종합,4
골드퍼시픽 꽐리종모 캐제,1
UEFA 파리 생제르맹 FFP 위반 여부 조사 착수,5
2분기 상장사 실적 먹구름…54.8% 기대치 밑돌아,1
사차사넙 청녀닌재 일처니뱅명 양성…교육끼과 니구곧 썬정,2
KT 대전진흥원과 5G 기반 영상데이터 관리기술 개발 추진,0
공공연구노조·시민단체 박끼영 과기혁씬본부장 임명 철회 촉꾸,2
구조조정계획 발표날 책임규명 압수수색…올 게 왔다종합,2
내년 1월 개막 화천산천어축제에 지역주민 559명 고용,3
계곡 위로 붉은 단풍,3
우상호·박지원 靑회동 첫 시험대…할 말은 하겠다,6
국보 제78호 금동반가사유상,3
삼성자산운용 대구은행서 펀드 솔루션 서비스,1
힐러리 vs 트럼프 오차범위 내 접전 양상…경합주서도 혼전,4
접근성vs군 작전 운용…새 대구공항 최적지는,2
트럼프 비즈니스도 대박…대선출마 후 6천600억원 벌었다,4
부산교육청 직업계고 맞춤형 취업역량 강화 교육,2
찰스 다윈 과학과 실험만이 내 삶의 전부다,0
꼼꼼히 보면 좋은 기사…다음 뉴스 열독률 순위 신설,2
선두 넘보지 마…이재영의 흥국생명 GS칼텍스 완파종합,5
모든 상장주식 양도차익에 과세…증권거래세 단계적 인하 추진,1
러 우주로켓 벼락 맞고도 멀쩡…탑재 위성 정상궤도 올려,0
사이영상 투표한 미국 기자 류현진 수상 자격 있어,5
말레이서 선진국발 쓰레기 7천여t 또 적발…떠넘기기 멈춰라,4
충남 논산 종학당 찾은 이낙연 총리,6
내일날씨 전국 구름 많음…아침 기온 다소 올라,3
NYT 부르키니 논쟁 탓 프랑스 진짜 사회문제 묻힌다,4
판문점선언 비준동의안 국무회의 상정…의결후 국회제출 예정,6
만화박물관 3·1운동 기념벽화 걸고 영화 동주 무료상영,3
美 국무부 올해도 북한 테러지원국서 제외…8년째2보,4
베스트셀러 흔한남매 1위…아동 서적 강세,3
NH농협 코스피200지수 연동예금 출시…최고 연 4.15% 수익,0
박지원 민주주의 아버지가 전두환이면 할아버지는 박정희,6
유엔 IS 이라크 난민 3천 명 인질로 붙잡아,4
박명재 윤리위 자문위에 26일까지 합의해오면 심사기한 연장,6
신간 대한민국이 읽은 책·두 사람,3
국민의당 창당 1주년 기념식 개최,6
신세계백화점 김해점 협력사원 코로나19 확진…임시 휴점,2
네이버 해외서 빠르게 쓰는 라이트홈 개설,0
세종텔레콤 디지털 무전기 유통업 진출,0
보이스피싱 연루된 정상 상거래 피해자 법적 구제,2
총리실 직원 110여명 단체 헌혈,2
봄이 왔네…창원 마금산온천 족욕장 재개장,3
美상원 정보위 CIA 드론 무장해 IS 지도부 암살해야,4
게시판 대한민국 인재상 수상자 축하 온라인 행사,3
법정 향하는 정경심,2
싱가포르투자청 코웨이 지분 5.16% 보유,4
시흥시 도심 주차난 해소 나눔주차장 확대 조성,2
터키 에르도안 이슬람 국가 연대해 알바니아 도와야,4
정경두 국방장관 해임건의안 처리 사실상 무산종합,6
국내 연구진 스마트폰 절제 앱 개발…美학회 최고논문상,0
이태규 朴정부 대북 인도적지원 이명박정권보다 훨씬 적어,6
갤럭시노트9 13일부터 예약판매…예정보다 하루 당겨종합,0
MB측에 평창올림픽 초청장 전달,6
신간 봄비 내리는 날 전면개정판,3
4·3 국회의원 보선 투표율 51.2%…투표 열기 뜨거웠다종합,6
강릉원주대 원주캠퍼스 도서관 개관식,3
문선민 환상적인 UFO슛으로 골맛…종이접기 비판 지웠다,5
코미디언 출신 우크라 대통령 가능성에 서방 우려 시선,4
1세대 그래픽 디자이너 봉상균 1주기 추모전,3
문 대통령 박종진 1군 사령관과 악수,6
장년 시비월 버붠경매 낙찰률 치로.일퍼센트…칠려노개월만 최고,1
김영우 국방위원장 합참 방문…한미 UFG연습 격려,6
강남 인근 과천 주암 뉴스테이 임대료 얼마나 될까,1
마지막 겨울을 즐겨라…하늘목장 눈꽃축제 한창,3
스마트폰 배터리 최대 45% 절감 기술 KT 전국망에 첫 적용종합,0
U20월드컵 유럽 vs 남미 우승 다툼 개봉박두,5
장애인 복지 간담회 참석한 안철수,6
김태형 감독 이영하 힘 빠져도 요령 있게 던지더라,5
기업은행 IBK희망디자인 대구 대신동 양말골목 지원,2
